Tenant_ID,Full_Name,Age_Group,Occupation,Budget(minimum),Budget(Maximum),Inspection_Count,Has_Active_Application
TNT02411,Tenant_2411,46 - 60,Banker,100000,150000,3,FALSE
TNT02412,Tenant_2412,18 - 25,Student,150000,200000,1,FALSE
TNT02413,Tenant_2413,18 - 25,Banker,200000,300000,0,TRUE
TNT02414,Tenant_2414,18 - 25,Banker,150000,200000,3,FALSE
TNT02415,Tenant_2415,18 - 25,Civil Servant,200000,300000,4,TRUE
TNT02416,Tenant_2416,26 - 35,Freelancer,100000,150000,4,FALSE
TNT02417,Tenant_2417,46 - 60,Freelancer,200000,300000,3,FALSE
TNT02418,Tenant_2418,26 - 35,Banker,300000,500000,4,TRUE
TNT02419,Tenant_2419,18 - 25,Civil Servant,200000,300000,0,TRUE
TNT02420,Tenant_2420,18 - 25,Trader,100000,150000,2,FALSE
TNT02421,Tenant_2421,46 - 60,Banker,300000,500000,2,FALSE
TNT02422,Tenant_2422,36 - 45,Banker,100000,150000,0,FALSE
TNT02423,Tenant_2423,46 - 60,Freelancer,150000,200000,4,FALSE
TNT02424,Tenant_2424,26 - 35,Engineer,100000,150000,2,TRUE
TNT02425,Tenant_2425,36 - 45,Engineer,300000,500000,4,FALSE
TNT02426,Tenant_2426,18 - 25,Civil Servant,200000,300000,4,FALSE
TNT02427,Tenant_2427,46 - 60,Civil Servant,150000,200000,1,FALSE
TNT02428,Tenant_2428,36 - 45,Engineer,100000,150000,5,FALSE
TNT02429,Tenant_2429,46 - 60,Banker,200000,300000,2,FALSE
TNT02430,Tenant_2430,18 - 25,Banker,100000,150000,4,FALSE
TNT02431,Tenant_2431,26 - 35,Trader,200000,300000,1,FALSE
TNT02432,Tenant_2432,36 - 45,Civil Servant,100000,150000,0,FALSE
TNT02433,Tenant_2433,36 - 45,Freelancer,150000,200000,5,FALSE
TNT02434,Tenant_2434,36 - 45,Civil Servant,150000,200000,2,FALSE
TNT02435,Tenant_2435,26 - 35,Banker,150000,200000,0,FALSE
TNT02436,Tenant_2436,26 - 35,Student,200000,300000,0,FALSE
TNT02437,Tenant_2437,36 - 45,Civil Servant,150000,200000,5,TRUE
TNT02438,Tenant_2438,36 - 45,Student,150000,200000,5,FALSE
TNT02439,Tenant_2439,36 - 45,Freelancer,150000,200000,3,FALSE
TNT02440,Tenant_2440,18 - 25,Student,200000,300000,2,FALSE
TNT02441,Tenant_2441,46 - 60,Student,150000,200000,0,TRUE
TNT02442,Tenant_2442,18 - 25,Freelancer,300000,500000,5,FALSE
TNT02443,Tenant_2443,18 - 25,Civil Servant,150000,200000,0,FALSE
TNT02444,Tenant_2444,26 - 35,Banker,100000,150000,0,FALSE
TNT02445,Tenant_2445,36 - 45,Banker,200000,300000,4,FALSE
TNT02446,Tenant_2446,18 - 25,Trader,150000,200000,2,FALSE
TNT02447,Tenant_2447,36 - 45,Banker,150000,200000,2,FALSE
TNT02448,Tenant_2448,26 - 35,Student,150000,200000,2,TRUE
TNT02449,Tenant_2449,18 - 25,Student,100000,150000,2,TRUE
TNT02450,Tenant_2450,36 - 45,Trader,100000,150000,2,TRUE
TNT02451,Tenant_2451,26 - 35,Freelancer,100000,150000,0,FALSE
TNT02452,Tenant_2452,26 - 35,Student,150000,200000,1,TRUE
TNT02453,Tenant_2453,18 - 25,Banker,200000,300000,3,FALSE
TNT02454,Tenant_2454,26 - 35,Banker,200000,300000,2,FALSE
TNT02455,Tenant_2455,46 - 60,Banker,100000,150000,4,FALSE
TNT02456,Tenant_2456,26 - 35,Student,150000,200000,1,FALSE
TNT02457,Tenant_2457,18 - 25,Engineer,200000,300000,4,FALSE
TNT02458,Tenant_2458,36 - 45,Student,150000,200000,0,FALSE
TNT02459,Tenant_2459,46 - 60,Student,300000,500000,5,FALSE
TNT02460,Tenant_2460,26 - 35,Engineer,100000,150000,3,FALSE
TNT02461,Tenant_2461,36 - 45,Engineer,100000,150000,0,TRUE
TNT02462,Tenant_2462,36 - 45,Banker,300000,500000,0,FALSE
TNT02463,Tenant_2463,36 - 45,Banker,150000,200000,5,FALSE
TNT02464,Tenant_2464,18 - 25,Banker,200000,300000,2,FALSE
TNT02465,Tenant_2465,26 - 35,Student,200000,300000,5,TRUE
TNT02466,Tenant_2466,46 - 60,Civil Servant,300000,500000,5,TRUE
TNT02467,Tenant_2467,18 - 25,Freelancer,100000,150000,4,TRUE
TNT02468,Tenant_2468,36 - 45,Civil Servant,150000,200000,2,FALSE
TNT02469,Tenant_2469,26 - 35,Trader,300000,500000,0,FALSE
TNT02470,Tenant_2470,36 - 45,Freelancer,300000,500000,3,FALSE
TNT02471,Tenant_2471,46 - 60,Engineer,100000,150000,1,FALSE
TNT02472,Tenant_2472,36 - 45,Student,200000,300000,0,TRUE
TNT02473,Tenant_2473,18 - 25,Civil Servant,150000,200000,0,FALSE
TNT02474,Tenant_2474,18 - 25,Student,150000,200000,0,FALSE
TNT02475,Tenant_2475,46 - 60,Trader,100000,150000,4,FALSE
TNT02476,Tenant_2476,46 - 60,Freelancer,150000,200000,1,FALSE
TNT02477,Tenant_2477,26 - 35,Engineer,150000,200000,3,FALSE
TNT02478,Tenant_2478,26 - 35,Trader,150000,200000,0,FALSE
TNT02479,Tenant_2479,36 - 45,Student,150000,200000,1,FALSE
TNT02480,Tenant_2480,36 - 45,Trader,100000,150000,0,FALSE
TNT02481,Tenant_2481,46 - 60,Banker,150000,200000,5,TRUE
TNT02482,Tenant_2482,46 - 60,Freelancer,200000,300000,1,FALSE
TNT02483,Tenant_2483,46 - 60,Engineer,100000,150000,1,FALSE
TNT02484,Tenant_2484,36 - 45,Banker,150000,200000,4,FALSE
TNT02485,Tenant_2485,18 - 25,Freelancer,300000,500000,4,FALSE
TNT02486,Tenant_2486,46 - 60,Banker,100000,150000,1,TRUE
TNT02487,Tenant_2487,46 - 60,Trader,200000,300000,2,FALSE
TNT02488,Tenant_2488,26 - 35,Engineer,150000,200000,0,FALSE
TNT02489,Tenant_2489,18 - 25,Civil Servant,150000,200000,4,TRUE
TNT02490,Tenant_2490,18 - 25,Trader,300000,500000,5,FALSE
TNT02491,Tenant_2491,36 - 45,Trader,300000,500000,1,FALSE
TNT02492,Tenant_2492,46 - 60,Freelancer,100000,150000,5,TRUE
TNT02493,Tenant_2493,36 - 45,Engineer,100000,150000,2,FALSE
TNT02494,Tenant_2494,36 - 45,Engineer,100000,150000,1,TRUE
TNT02495,Tenant_2495,18 - 25,Trader,300000,500000,3,FALSE
TNT02496,Tenant_2496,36 - 45,Engineer,100000,150000,1,FALSE
TNT02497,Tenant_2497,46 - 60,Student,100000,150000,3,FALSE
TNT02498,Tenant_2498,18 - 25,Engineer,150000,200000,4,TRUE
TNT02499,Tenant_2499,18 - 25,Trader,100000,150000,4,TRUE
TNT02500,Tenant_2500,46 - 60,Student,100000,150000,1,TRUE
TNT02501,Tenant_2501,18 - 25,Student,300000,500000,4,TRUE
TNT02502,Tenant_2502,26 - 35,Freelancer,100000,150000,1,TRUE
TNT02503,Tenant_2503,46 - 60,Trader,200000,300000,5,TRUE
TNT02504,Tenant_2504,18 - 25,Engineer,300000,500000,1,FALSE
TNT02505,Tenant_2505,36 - 45,Civil Servant,150000,200000,3,FALSE
TNT02506,Tenant_2506,36 - 45,Student,100000,150000,0,TRUE
TNT02507,Tenant_2507,46 - 60,Trader,150000,200000,1,TRUE
TNT02508,Tenant_2508,46 - 60,Freelancer,150000,200000,0,TRUE
TNT02509,Tenant_2509,46 - 60,Banker,100000,150000,2,FALSE
TNT02510,Tenant_2510,26 - 35,Banker,200000,300000,4,TRUE
TNT02511,Tenant_2511,36 - 45,Engineer,200000,300000,2,TRUE
TNT02512,Tenant_2512,36 - 45,Banker,150000,200000,2,FALSE
TNT02513,Tenant_2513,46 - 60,Student,100000,150000,1,FALSE
TNT02514,Tenant_2514,36 - 45,Civil Servant,150000,200000,2,FALSE
TNT02515,Tenant_2515,26 - 35,Student,300000,500000,1,TRUE
TNT02516,Tenant_2516,18 - 25,Trader,150000,200000,4,FALSE
TNT02517,Tenant_2517,26 - 35,Engineer,300000,500000,4,FALSE
TNT02518,Tenant_2518,46 - 60,Civil Servant,100000,150000,2,FALSE
TNT02519,Tenant_2519,26 - 35,Trader,200000,300000,1,FALSE
TNT02520,Tenant_2520,36 - 45,Civil Servant,150000,200000,3,FALSE
TNT02521,Tenant_2521,36 - 45,Trader,150000,200000,3,TRUE
TNT02522,Tenant_2522,26 - 35,Engineer,150000,200000,0,FALSE
TNT02523,Tenant_2523,46 - 60,Civil Servant,150000,200000,0,TRUE
TNT02524,Tenant_2524,46 - 60,Civil Servant,150000,200000,5,FALSE
TNT02525,Tenant_2525,18 - 25,Trader,100000,150000,0,FALSE
TNT02526,Tenant_2526,26 - 35,Civil Servant,200000,300000,2,FALSE
TNT02527,Tenant_2527,18 - 25,Banker,300000,500000,1,FALSE
TNT02528,Tenant_2528,36 - 45,Freelancer,100000,150000,0,FALSE
TNT02529,Tenant_2529,26 - 35,Trader,300000,500000,1,FALSE
TNT02530,Tenant_2530,18 - 25,Civil Servant,100000,150000,2,FALSE
TNT02531,Tenant_2531,26 - 35,Student,100000,150000,1,FALSE
TNT02532,Tenant_2532,26 - 35,Student,300000,500000,5,FALSE
TNT02533,Tenant_2533,36 - 45,Banker,200000,300000,1,TRUE
TNT02534,Tenant_2534,18 - 25,Trader,100000,150000,2,TRUE
TNT02535,Tenant_2535,18 - 25,Trader,300000,500000,5,TRUE
TNT02536,Tenant_2536,18 - 25,Engineer,200000,300000,3,FALSE
TNT02537,Tenant_2537,18 - 25,Trader,150000,200000,1,FALSE
TNT02538,Tenant_2538,18 - 25,Trader,150000,200000,1,FALSE
TNT02539,Tenant_2539,36 - 45,Student,300000,500000,4,TRUE
TNT02540,Tenant_2540,26 - 35,Engineer,100000,150000,4,FALSE
TNT02541,Tenant_2541,36 - 45,Trader,150000,200000,5,TRUE
TNT02542,Tenant_2542,26 - 35,Civil Servant,150000,200000,0,FALSE
TNT02543,Tenant_2543,18 - 25,Banker,300000,500000,0,FALSE
TNT02544,Tenant_2544,36 - 45,Trader,300000,500000,2,FALSE
TNT02545,Tenant_2545,46 - 60,Engineer,150000,200000,2,TRUE
TNT02546,Tenant_2546,26 - 35,Banker,100000,150000,4,FALSE
TNT02547,Tenant_2547,26 - 35,Banker,300000,500000,4,FALSE
TNT02548,Tenant_2548,26 - 35,Banker,300000,500000,0,FALSE
TNT02549,Tenant_2549,18 - 25,Student,100000,150000,4,FALSE
TNT02550,Tenant_2550,36 - 45,Student,200000,300000,1,FALSE
TNT02551,Tenant_2551,26 - 35,Banker,300000,500000,1,FALSE
TNT02552,Tenant_2552,18 - 25,Civil Servant,150000,200000,4,TRUE
TNT02553,Tenant_2553,36 - 45,Student,100000,150000,2,FALSE
TNT02554,Tenant_2554,46 - 60,Banker,150000,200000,0,FALSE
TNT02555,Tenant_2555,26 - 35,Banker,100000,150000,1,FALSE
TNT02556,Tenant_2556,18 - 25,Freelancer,200000,300000,5,FALSE
TNT02557,Tenant_2557,26 - 35,Student,300000,500000,2,FALSE
TNT02558,Tenant_2558,18 - 25,Freelancer,200000,300000,5,TRUE
TNT02559,Tenant_2559,46 - 60,Civil Servant,300000,500000,4,FALSE
TNT02560,Tenant_2560,36 - 45,Civil Servant,100000,150000,5,TRUE
TNT02561,Tenant_2561,26 - 35,Banker,150000,200000,0,FALSE
TNT02562,Tenant_2562,46 - 60,Banker,200000,300000,0,TRUE
TNT02563,Tenant_2563,46 - 60,Freelancer,100000,150000,2,TRUE
TNT02564,Tenant_2564,46 - 60,Engineer,200000,300000,2,TRUE
TNT02565,Tenant_2565,18 - 25,Banker,100000,150000,2,FALSE
TNT02566,Tenant_2566,18 - 25,Civil Servant,200000,300000,5,FALSE
TNT02567,Tenant_2567,18 - 25,Civil Servant,100000,150000,4,TRUE
TNT02568,Tenant_2568,36 - 45,Student,200000,300000,4,TRUE
TNT02569,Tenant_2569,46 - 60,Trader,200000,300000,2,FALSE
TNT02570,Tenant_2570,18 - 25,Civil Servant,100000,150000,4,FALSE
TNT02571,Tenant_2571,26 - 35,Trader,200000,300000,0,FALSE
TNT02572,Tenant_2572,36 - 45,Trader,100000,150000,3,TRUE
TNT02573,Tenant_2573,26 - 35,Freelancer,200000,300000,4,FALSE
TNT02574,Tenant_2574,18 - 25,Banker,300000,500000,0,FALSE
TNT02575,Tenant_2575,46 - 60,Civil Servant,300000,500000,3,FALSE
TNT02576,Tenant_2576,18 - 25,Civil Servant,200000,300000,3,FALSE
TNT02577,Tenant_2577,26 - 35,Engineer,100000,150000,2,FALSE
TNT02578,Tenant_2578,26 - 35,Student,300000,500000,5,FALSE
TNT02579,Tenant_2579,36 - 45,Trader,200000,300000,2,FALSE
TNT02580,Tenant_2580,18 - 25,Trader,200000,300000,0,FALSE
TNT02581,Tenant_2581,46 - 60,Student,100000,150000,2,FALSE
TNT02582,Tenant_2582,36 - 45,Trader,150000,200000,3,TRUE
TNT02583,Tenant_2583,18 - 25,Freelancer,100000,150000,0,TRUE
TNT02584,Tenant_2584,46 - 60,Banker,150000,200000,0,FALSE
TNT02585,Tenant_2585,26 - 35,Banker,200000,300000,5,FALSE
TNT02586,Tenant_2586,46 - 60,Engineer,150000,200000,5,TRUE
TNT02587,Tenant_2587,36 - 45,Freelancer,150000,200000,0,TRUE
TNT02588,Tenant_2588,18 - 25,Engineer,100000,150000,5,TRUE
TNT02589,Tenant_2589,26 - 35,Trader,150000,200000,5,FALSE
TNT02590,Tenant_2590,36 - 45,Civil Servant,150000,200000,2,TRUE
TNT02591,Tenant_2591,36 - 45,Banker,200000,300000,5,FALSE
TNT02592,Tenant_2592,36 - 45,Engineer,300000,500000,2,TRUE
TNT02593,Tenant_2593,26 - 35,Engineer,100000,150000,2,FALSE
TNT02594,Tenant_2594,36 - 45,Freelancer,100000,150000,4,TRUE
TNT02595,Tenant_2595,18 - 25,Civil Servant,300000,500000,5,FALSE
TNT02596,Tenant_2596,26 - 35,Trader,300000,500000,5,FALSE
TNT02597,Tenant_2597,36 - 45,Student,300000,500000,4,FALSE
TNT02598,Tenant_2598,26 - 35,Freelancer,150000,200000,4,FALSE
TNT02599,Tenant_2599,18 - 25,Freelancer,200000,300000,0,FALSE
TNT02600,Tenant_2600,36 - 45,Trader,100000,150000,2,FALSE
TNT02601,Tenant_2601,26 - 35,Student,200000,300000,4,FALSE
TNT02602,Tenant_2602,26 - 35,Freelancer,150000,200000,0,TRUE
TNT02603,Tenant_2603,46 - 60,Engineer,300000,500000,3,FALSE
TNT02604,Tenant_2604,18 - 25,Engineer,150000,200000,4,TRUE
TNT02605,Tenant_2605,18 - 25,Engineer,300000,500000,0,TRUE
TNT02606,Tenant_2606,46 - 60,Civil Servant,100000,150000,1,FALSE
TNT02607,Tenant_2607,26 - 35,Civil Servant,150000,200000,4,FALSE
TNT02608,Tenant_2608,36 - 45,Engineer,200000,300000,3,FALSE
TNT02609,Tenant_2609,36 - 45,Student,200000,300000,0,FALSE
TNT02610,Tenant_2610,26 - 35,Civil Servant,150000,200000,5,FALSE
TNT02611,Tenant_2611,18 - 25,Trader,150000,200000,5,FALSE
TNT02612,Tenant_2612,46 - 60,Trader,200000,300000,4,TRUE
TNT02613,Tenant_2613,36 - 45,Student,150000,200000,4,FALSE
TNT02614,Tenant_2614,36 - 45,Trader,150000,200000,1,TRUE
TNT02615,Tenant_2615,18 - 25,Engineer,150000,200000,0,FALSE
TNT02616,Tenant_2616,18 - 25,Student,300000,500000,0,TRUE
TNT02617,Tenant_2617,18 - 25,Engineer,200000,300000,0,TRUE
TNT02618,Tenant_2618,46 - 60,Trader,150000,200000,2,FALSE
TNT02619,Tenant_2619,26 - 35,Freelancer,200000,300000,5,FALSE
TNT02620,Tenant_2620,46 - 60,Student,100000,150000,1,TRUE
TNT02621,Tenant_2621,26 - 35,Banker,150000,200000,5,FALSE
TNT02622,Tenant_2622,46 - 60,Banker,300000,500000,0,FALSE
TNT02623,Tenant_2623,26 - 35,Civil Servant,300000,500000,1,FALSE
TNT02624,Tenant_2624,18 - 25,Engineer,150000,200000,2,FALSE
TNT02625,Tenant_2625,26 - 35,Trader,150000,200000,0,FALSE
TNT02626,Tenant_2626,18 - 25,Engineer,100000,150000,1,TRUE
TNT02627,Tenant_2627,46 - 60,Civil Servant,150000,200000,1,FALSE
TNT02628,Tenant_2628,26 - 35,Civil Servant,200000,300000,2,FALSE
TNT02629,Tenant_2629,26 - 35,Banker,150000,200000,1,FALSE
TNT02630,Tenant_2630,36 - 45,Student,200000,300000,2,FALSE
TNT02631,Tenant_2631,18 - 25,Engineer,200000,300000,4,FALSE
TNT02632,Tenant_2632,36 - 45,Trader,200000,300000,1,FALSE
TNT02633,Tenant_2633,46 - 60,Banker,200000,300000,2,FALSE
TNT02634,Tenant_2634,46 - 60,Student,200000,300000,5,FALSE
TNT02635,Tenant_2635,18 - 25,Engineer,150000,200000,3,FALSE
TNT02636,Tenant_2636,46 - 60,Student,150000,200000,0,FALSE
TNT02637,Tenant_2637,46 - 60,Freelancer,150000,200000,0,FALSE
TNT02638,Tenant_2638,26 - 35,Banker,300000,500000,0,FALSE
TNT02639,Tenant_2639,26 - 35,Engineer,200000,300000,2,FALSE
TNT02640,Tenant_2640,26 - 35,Student,100000,150000,2,FALSE
TNT02641,Tenant_2641,18 - 25,Engineer,150000,200000,0,TRUE
TNT02642,Tenant_2642,18 - 25,Trader,150000,200000,2,FALSE
TNT02643,Tenant_2643,26 - 35,Trader,300000,500000,5,TRUE
TNT02644,Tenant_2644,46 - 60,Engineer,150000,200000,1,FALSE
TNT02645,Tenant_2645,36 - 45,Banker,200000,300000,1,FALSE
TNT02646,Tenant_2646,26 - 35,Civil Servant,150000,200000,1,FALSE
TNT02647,Tenant_2647,26 - 35,Engineer,200000,300000,4,FALSE
TNT02648,Tenant_2648,46 - 60,Engineer,150000,200000,0,FALSE
TNT02649,Tenant_2649,46 - 60,Engineer,150000,200000,3,TRUE
TNT02650,Tenant_2650,26 - 35,Engineer,200000,300000,0,FALSE
TNT02651,Tenant_2651,26 - 35,Banker,200000,300000,1,FALSE
TNT02652,Tenant_2652,36 - 45,Freelancer,150000,200000,0,FALSE
TNT02653,Tenant_2653,36 - 45,Freelancer,200000,300000,4,FALSE
TNT02654,Tenant_2654,46 - 60,Student,300000,500000,1,FALSE
TNT02655,Tenant_2655,36 - 45,Banker,200000,300000,4,FALSE
TNT02656,Tenant_2656,46 - 60,Banker,200000,300000,4,FALSE
TNT02657,Tenant_2657,18 - 25,Banker,100000,150000,4,FALSE
TNT02658,Tenant_2658,26 - 35,Trader,200000,300000,1,FALSE
TNT02659,Tenant_2659,18 - 25,Banker,200000,300000,4,TRUE
TNT02660,Tenant_2660,26 - 35,Trader,100000,150000,4,FALSE
TNT02661,Tenant_2661,36 - 45,Freelancer,200000,300000,3,FALSE
TNT02662,Tenant_2662,26 - 35,Freelancer,100000,150000,0,FALSE
TNT02663,Tenant_2663,46 - 60,Trader,150000,200000,3,FALSE
TNT02664,Tenant_2664,46 - 60,Engineer,150000,200000,0,FALSE
TNT02665,Tenant_2665,36 - 45,Freelancer,300000,500000,1,TRUE
TNT02666,Tenant_2666,46 - 60,Engineer,150000,200000,3,FALSE
TNT02667,Tenant_2667,26 - 35,Student,200000,300000,2,FALSE
TNT02668,Tenant_2668,26 - 35,Trader,100000,150000,1,FALSE
TNT02669,Tenant_2669,36 - 45,Civil Servant,150000,200000,1,FALSE
TNT02670,Tenant_2670,26 - 35,Student,200000,300000,0,FALSE
TNT02671,Tenant_2671,36 - 45,Trader,150000,200000,0,FALSE
TNT02672,Tenant_2672,36 - 45,Student,300000,500000,4,FALSE
TNT02673,Tenant_2673,46 - 60,Student,150000,200000,2,FALSE
TNT02674,Tenant_2674,46 - 60,Banker,150000,200000,5,FALSE
TNT02675,Tenant_2675,26 - 35,Civil Servant,200000,300000,1,TRUE
TNT02676,Tenant_2676,46 - 60,Freelancer,100000,150000,1,FALSE
TNT02677,Tenant_2677,36 - 45,Trader,300000,500000,3,FALSE
TNT02678,Tenant_2678,18 - 25,Freelancer,100000,150000,0,FALSE
TNT02679,Tenant_2679,46 - 60,Banker,100000,150000,3,FALSE
TNT02680,Tenant_2680,46 - 60,Freelancer,100000,150000,0,FALSE
TNT02681,Tenant_2681,18 - 25,Civil Servant,300000,500000,0,TRUE
TNT02682,Tenant_2682,26 - 35,Trader,300000,500000,3,FALSE
TNT02683,Tenant_2683,36 - 45,Banker,200000,300000,3,FALSE
TNT02684,Tenant_2684,18 - 25,Engineer,200000,300000,3,FALSE
TNT02685,Tenant_2685,18 - 25,Banker,200000,300000,5,TRUE
TNT02686,Tenant_2686,36 - 45,Civil Servant,300000,500000,0,TRUE
TNT02687,Tenant_2687,18 - 25,Trader,300000,500000,2,TRUE
TNT02688,Tenant_2688,18 - 25,Student,150000,200000,3,FALSE
TNT02689,Tenant_2689,46 - 60,Freelancer,100000,150000,0,FALSE
TNT02690,Tenant_2690,26 - 35,Civil Servant,200000,300000,3,FALSE
TNT02691,Tenant_2691,26 - 35,Student,150000,200000,5,FALSE
TNT02692,Tenant_2692,46 - 60,Engineer,300000,500000,2,FALSE
TNT02693,Tenant_2693,46 - 60,Student,150000,200000,2,FALSE
TNT02694,Tenant_2694,36 - 45,Freelancer,150000,200000,4,TRUE
TNT02695,Tenant_2695,36 - 45,Student,300000,500000,4,TRUE
TNT02696,Tenant_2696,18 - 25,Banker,100000,150000,2,FALSE
TNT02697,Tenant_2697,26 - 35,Trader,300000,500000,3,TRUE
TNT02698,Tenant_2698,36 - 45,Civil Servant,200000,300000,4,FALSE
TNT02699,Tenant_2699,18 - 25,Civil Servant,150000,200000,5,TRUE
TNT02700,Tenant_2700,26 - 35,Student,200000,300000,0,TRUE
TNT02701,Tenant_2701,36 - 45,Trader,150000,200000,2,TRUE
TNT02702,Tenant_2702,26 - 35,Trader,150000,200000,3,TRUE
TNT02703,Tenant_2703,18 - 25,Civil Servant,200000,300000,5,FALSE
TNT02704,Tenant_2704,46 - 60,Trader,150000,200000,0,FALSE
TNT02705,Tenant_2705,18 - 25,Banker,300000,500000,2,FALSE
TNT02706,Tenant_2706,46 - 60,Trader,300000,500000,2,FALSE
TNT02707,Tenant_2707,46 - 60,Civil Servant,150000,200000,3,FALSE
TNT02708,Tenant_2708,18 - 25,Student,150000,200000,3,FALSE
TNT02709,Tenant_2709,46 - 60,Civil Servant,300000,500000,1,FALSE
TNT02710,Tenant_2710,26 - 35,Trader,100000,150000,3,TRUE
TNT02711,Tenant_2711,36 - 45,Banker,150000,200000,0,TRUE
TNT02712,Tenant_2712,36 - 45,Civil Servant,300000,500000,4,FALSE
TNT02713,Tenant_2713,18 - 25,Trader,100000,150000,3,FALSE
TNT02714,Tenant_2714,18 - 25,Student,100000,150000,3,FALSE
TNT02715,Tenant_2715,18 - 25,Banker,200000,300000,4,FALSE
TNT02716,Tenant_2716,18 - 25,Engineer,100000,150000,4,TRUE
TNT02717,Tenant_2717,26 - 35,Engineer,150000,200000,5,FALSE
TNT02718,Tenant_2718,18 - 25,Student,100000,150000,2,FALSE
TNT02719,Tenant_2719,18 - 25,Freelancer,200000,300000,2,FALSE
TNT02720,Tenant_2720,36 - 45,Trader,300000,500000,4,FALSE
TNT02721,Tenant_2721,26 - 35,Civil Servant,200000,300000,4,FALSE
TNT02722,Tenant_2722,18 - 25,Freelancer,300000,500000,4,FALSE
TNT02723,Tenant_2723,26 - 35,Banker,150000,200000,0,FALSE
TNT02724,Tenant_2724,18 - 25,Trader,300000,500000,5,FALSE
TNT02725,Tenant_2725,26 - 35,Civil Servant,100000,150000,1,TRUE
TNT02726,Tenant_2726,18 - 25,Civil Servant,300000,500000,0,FALSE
TNT02727,Tenant_2727,18 - 25,Civil Servant,100000,150000,1,FALSE
TNT02728,Tenant_2728,26 - 35,Freelancer,200000,300000,2,FALSE
TNT02729,Tenant_2729,18 - 25,Student,200000,300000,4,FALSE
TNT02730,Tenant_2730,18 - 25,Banker,300000,500000,0,FALSE
TNT02731,Tenant_2731,26 - 35,Trader,200000,300000,5,FALSE
TNT02732,Tenant_2732,36 - 45,Engineer,200000,300000,4,FALSE
TNT02733,Tenant_2733,46 - 60,Civil Servant,200000,300000,5,TRUE
TNT02734,Tenant_2734,36 - 45,Civil Servant,100000,150000,5,TRUE
TNT02735,Tenant_2735,18 - 25,Trader,300000,500000,4,FALSE
TNT02736,Tenant_2736,26 - 35,Civil Servant,100000,150000,4,FALSE
TNT02737,Tenant_2737,36 - 45,Banker,300000,500000,0,FALSE
TNT02738,Tenant_2738,26 - 35,Engineer,100000,150000,4,FALSE
TNT02739,Tenant_2739,36 - 45,Student,150000,200000,2,TRUE
TNT02740,Tenant_2740,46 - 60,Trader,150000,200000,1,TRUE
TNT02741,Tenant_2741,18 - 25,Freelancer,150000,200000,5,FALSE
TNT02742,Tenant_2742,26 - 35,Freelancer,100000,150000,3,FALSE
TNT02743,Tenant_2743,18 - 25,Student,300000,500000,2,FALSE
TNT02744,Tenant_2744,18 - 25,Banker,100000,150000,1,TRUE
TNT02745,Tenant_2745,46 - 60,Student,300000,500000,3,TRUE
TNT02746,Tenant_2746,46 - 60,Banker,150000,200000,4,FALSE
TNT02747,Tenant_2747,18 - 25,Engineer,100000,150000,2,FALSE
TNT02748,Tenant_2748,26 - 35,Banker,300000,500000,5,TRUE
TNT02749,Tenant_2749,46 - 60,Engineer,300000,500000,5,FALSE
TNT02750,Tenant_2750,46 - 60,Trader,200000,300000,3,TRUE
TNT02751,Tenant_2751,46 - 60,Trader,300000,500000,3,TRUE
TNT02752,Tenant_2752,36 - 45,Student,150000,200000,3,TRUE
TNT02753,Tenant_2753,46 - 60,Student,100000,150000,4,TRUE
TNT02754,Tenant_2754,18 - 25,Trader,200000,300000,1,FALSE
TNT02755,Tenant_2755,26 - 35,Freelancer,150000,200000,1,FALSE
TNT02756,Tenant_2756,36 - 45,Engineer,100000,150000,2,TRUE
TNT02757,Tenant_2757,46 - 60,Civil Servant,100000,150000,4,TRUE
TNT02758,Tenant_2758,18 - 25,Trader,200000,300000,1,FALSE
TNT02759,Tenant_2759,36 - 45,Civil Servant,150000,200000,2,TRUE
TNT02760,Tenant_2760,36 - 45,Civil Servant,100000,150000,1,TRUE
TNT02761,Tenant_2761,26 - 35,Freelancer,200000,300000,0,TRUE
TNT02762,Tenant_2762,46 - 60,Civil Servant,100000,150000,4,TRUE
TNT02763,Tenant_2763,26 - 35,Banker,100000,150000,0,FALSE
TNT02764,Tenant_2764,26 - 35,Trader,150000,200000,1,FALSE
TNT02765,Tenant_2765,36 - 45,Freelancer,150000,200000,1,FALSE
TNT02766,Tenant_2766,46 - 60,Trader,100000,150000,0,FALSE
TNT02767,Tenant_2767,36 - 45,Civil Servant,300000,500000,4,FALSE
TNT02768,Tenant_2768,26 - 35,Banker,100000,150000,2,TRUE
TNT02769,Tenant_2769,36 - 45,Banker,300000,500000,3,FALSE
TNT02770,Tenant_2770,36 - 45,Engineer,150000,200000,5,FALSE
TNT02771,Tenant_2771,36 - 45,Banker,100000,150000,0,FALSE
TNT02772,Tenant_2772,26 - 35,Banker,100000,150000,5,FALSE
TNT02773,Tenant_2773,18 - 25,Engineer,100000,150000,4,TRUE
TNT02774,Tenant_2774,18 - 25,Trader,200000,300000,4,FALSE
TNT02775,Tenant_2775,26 - 35,Trader,200000,300000,5,TRUE
TNT02776,Tenant_2776,46 - 60,Engineer,150000,200000,3,FALSE
TNT02777,Tenant_2777,36 - 45,Trader,100000,150000,2,TRUE
TNT02778,Tenant_2778,26 - 35,Trader,100000,150000,2,FALSE
TNT02779,Tenant_2779,18 - 25,Civil Servant,300000,500000,1,FALSE
