Listing_ID,Landlord_ID,Property_Type,Bedrooms,Bathrooms,Location,Monthly_Rent,Service_Charge,Availability_Status,Date_Listed
LST05207,LLD0362,Single Room,1,1,Surulere,493511,10000,Inactive,2025-02-09
LST05208,LLD0284,Single Room,2,1,Yaba,412781,20000,Rented,2025-01-14
LST05209,LLD0404,Flat,1,2,Surulere,235307,30000,Inactive,2025-01-27
LST05210,LLD0473,Single Room,2,1,Ikeja,205030,20000,Available,2025-03-09
LST05211,LLD0333,Flat,1,2,Lekki,374965,,Rented,2025-01-31
LST05212,LLD0008,Single Room,3,2,Lekki,360137,0,Available,2025-02-23
LST05213,LLD0250,Single Room,2,1,Ajah,464871,0,Rented,2025-03-04
LST05214,LLD0430,Self-Contain,3,2,Lekki,298405,0,Available,2025-01-08
LST05215,LLD0331,Single Room,2,1,Yaba,465044,20000,Inactive,2025-01-19
LST05216,LLD0297,Flat,2,1,Ikeja,163496,10000,Inactive,2025-04-02
LST05217,LLD0434,Self-Contain,2,2,Iyana Ipaja,416515,20000,Rented,2025-02-05
LST05218,LLD0183,Flat,2,1,Lekki,231062,0,Available,2025-01-12
LST05219,LLD0178,Self-Contain,1,1,Surulere,106565,0,Inactive,2025-01-06
LST05220,LLD0197,Flat,1,2,Ikeja,240265,10000,Available,2025-04-28
LST05221,LLD0127,Self-Contain,2,2,Ajah,484175,10000,Available,2025-01-30
LST05222,LLD0019,Flat,1,2,Iyana Ipaja,227045,30000,Rented,2025-04-25
LST05223,LLD0471,Flat,2,1,Ajah,471178,30000,Inactive,2025-04-19
LST05224,LLD0410,Single Room,2,2,Yaba,284411,0,Rented,2025-03-08
LST05225,LLD0421,Self-Contain,3,2,Ajah,257652,30000,Rented,2025-02-22
LST05226,LLD0327,Self-Contain,2,2,Ikeja,183281,20000,Inactive,2025-03-31
LST05227,LLD0064,Single Room,2,2,Iyana Ipaja,245171,20000,Available,2025-04-25
LST05228,LLD0181,Flat,1,1,Ajah,256192,0,Rented,2025-02-17
LST05229,LLD0240,Flat,2,2,Ajah,192520,20000,Inactive,2025-02-28
LST05230,LLD0368,Self-Contain,2,2,Surulere,431880,0,Available,2025-04-06
LST05231,LLD0023,Flat,3,1,Surulere,50275,10000,Available,2025-01-11
LST05232,LLD0383,Self-Contain,1,2,Yaba,71008,0,Available,2025-03-16
LST05233,LLD0430,Self-Contain,1,2,Ikeja,372819,20000,Rented,2025-01-13
LST05234,LLD0454,Flat,3,1,Ajah,370446,20000,Rented,2025-03-06
LST05235,LLD0082,Flat,2,1,Ikeja,180292,30000,Inactive,2025-01-18
LST05236,LLD0469,Flat,3,1,Lekki,150145,20000,Available,2025-03-23
LST05237,LLD0318,Single Room,1,1,Yaba,258859,,Available,2025-04-15
LST05238,LLD0184,Self-Contain,3,1,Surulere,70529,20000,Inactive,2025-02-20
LST05239,LLD0438,Flat,1,2,Yaba,65631,10000,Available,2025-01-10
LST05240,LLD0315,Single Room,3,2,Yaba,391226,20000,Available,2025-03-17
LST05241,LLD0098,Flat,2,2,Ikeja,228759,10000,Inactive,2025-03-14
LST05242,LLD0061,Self-Contain,2,2,Surulere,146060,20000,Inactive,2025-01-08
LST05243,LLD0285,Single Room,1,1,Surulere,121211,20000,Rented,2025-02-25
LST05244,LLD0476,Self-Contain,3,1,Ajah,499425,20000,Rented,2025-03-26
LST05245,LLD0021,Flat,1,1,Ajah,454785,0,Rented,2025-01-17
LST05246,LLD0458,Flat,2,2,Ikeja,421164,20000,Inactive,2025-01-31
LST05247,LLD0211,Flat,1,1,Ikeja,99639,0,Rented,2025-02-07
LST05248,LLD0125,Single Room,2,1,Lekki,297887,0,Available,2025-02-03
LST05249,LLD0412,Single Room,1,2,Iyana Ipaja,481389,20000,Rented,2025-04-19
LST05250,LLD0498,Single Room,3,1,Iyana Ipaja,368000,20000,Rented,2025-02-10
LST05251,LLD0424,Single Room,2,1,Yaba,352177,0,Rented,2025-04-29
LST05252,LLD0041,Flat,1,2,Ajah,219437,20000,Inactive,2025-04-13
LST05253,LLD0097,Flat,2,2,Surulere,215780,20000,Available,2025-02-20
LST05254,LLD0448,Flat,3,1,Yaba,471806,0,Inactive,2025-03-31
LST05255,LLD0030,Single Room,2,2,Surulere,376168,20000,Available,2025-04-17
LST05256,LLD0157,Single Room,3,1,Ajah,61989,10000,Rented,2025-04-05
LST05257,LLD0111,Flat,2,2,Ajah,156039,20000,Rented,2025-02-11
LST05258,LLD0401,Flat,3,2,Lekki,283726,10000,Available,2025-02-10
LST05259,LLD0246,Single Room,2,2,Ikeja,214799,10000,Inactive,2025-02-27
LST05260,LLD0121,Self-Contain,3,2,Ikeja,220470,30000,Inactive,2025-02-04
LST05261,LLD0272,Flat,1,1,Ikeja,350704,30000,Rented,2025-01-30
LST05262,LLD0293,Flat,1,1,Iyana Ipaja,147473,20000,Available,2025-01-10
LST05263,LLD0397,Flat,2,1,Ikeja,216403,0,Available,2025-05-01
LST05264,LLD0470,Single Room,3,2,Iyana Ipaja,476447,0,Available,2025-01-26
LST05265,LLD0472,Flat,1,1,Surulere,245339,20000,Available,2025-01-18
LST05266,LLD0206,Flat,2,2,Yaba,322272,10000,Rented,2025-04-10
LST05267,LLD0109,Flat,1,1,Iyana Ipaja,74055,,Inactive,2025-04-09
LST05268,LLD0439,Flat,3,2,Ajah,238431,10000,Rented,2025-03-16
LST05269,LLD0277,Flat,2,2,Lekki,78646,10000,Available,2025-01-14
LST05270,LLD0450,Self-Contain,3,2,Lekki,416535,20000,Inactive,2025-01-20
LST05271,LLD0055,Self-Contain,3,1,Ajah,277192,20000,Rented,2025-01-14
LST05272,LLD0374,Flat,3,1,Surulere,277976,10000,Available,2025-01-22
LST05273,LLD0402,Flat,1,1,Yaba,248221,,Rented,2025-02-27
LST05274,LLD0056,Flat,2,1,Lekki,386694,20000,Available,2025-03-01
LST05275,LLD0427,Flat,3,2,Ajah,183192,30000,Rented,2025-02-10
LST05276,LLD0481,Single Room,1,2,Lekki,53391,20000,Rented,2025-02-22
LST05277,LLD0290,Single Room,3,2,Iyana Ipaja,453374,20000,Rented,2025-01-16
LST05278,LLD0113,Single Room,1,2,Surulere,91699,0,Available,2025-03-10
LST05279,LLD0380,Self-Contain,2,1,Lekki,204818,20000,Inactive,2025-02-15
LST05280,LLD0384,Flat,2,1,Surulere,325189,20000,Inactive,2025-04-09
LST05281,LLD0307,Single Room,2,2,Surulere,235225,10000,Available,2025-01-27
LST05282,LLD0340,Flat,2,1,Iyana Ipaja,159562,0,Inactive,2025-02-27
LST05283,LLD0476,Flat,3,2,Surulere,221096,20000,Inactive,2025-02-09
LST05284,LLD0197,Self-Contain,1,2,Iyana Ipaja,108141,0,Rented,2025-03-01
LST05285,LLD0420,Self-Contain,2,2,Lekki,318273,0,Rented,2025-02-03
LST05286,LLD0320,Single Room,3,1,Lekki,249818,0,Available,2025-04-20
LST05287,LLD0178,Single Room,2,2,Surulere,403842,0,Available,2025-01-16
LST05288,LLD0384,Self-Contain,2,1,Iyana Ipaja,88284,20000,Rented,2025-01-12
LST05289,LLD0218,Self-Contain,2,2,Lekki,98056,10000,Available,2025-01-21
LST05290,LLD0276,Flat,1,1,Surulere,150835,0,Available,2025-04-14
LST05291,LLD0436,Flat,1,1,Yaba,191698,10000,Inactive,2025-03-29
LST05292,LLD0015,Single Room,1,2,Ikeja,366783,10000,Available,2025-02-08
LST05293,LLD0491,Single Room,2,2,Ikeja,144029,20000,Available,2025-04-16
LST05294,LLD0378,Self-Contain,3,1,Ajah,464153,10000,Rented,2025-04-01
LST05295,LLD0060,Single Room,3,1,Surulere,290037,10000,Available,2025-03-31
LST05296,LLD0053,Flat,3,1,Ikeja,330807,10000,Rented,2025-03-19
LST05297,LLD0167,Self-Contain,2,2,Yaba,146794,30000,Available,2025-01-06
LST05298,LLD0025,Flat,1,2,Surulere,256167,0,Inactive,2025-01-28
LST05299,LLD0335,Self-Contain,3,1,Ikeja,224799,30000,Rented,2025-04-17
LST05300,LLD0475,Self-Contain,2,1,Ikeja,319449,10000,Available,2025-04-20
LST05301,LLD0064,Flat,2,1,Yaba,71940,20000,Available,2025-02-11
LST05302,LLD0099,Single Room,3,2,Iyana Ipaja,245078,10000,Inactive,2025-01-19
LST05303,LLD0073,Single Room,3,2,Ikeja,94146,10000,Available,2025-01-12
LST05304,LLD0191,Single Room,2,1,Ajah,325801,20000,Inactive,2025-04-02
LST05305,LLD0170,Single Room,3,1,Ikeja,307548,20000,Rented,2025-02-01
LST05306,LLD0272,Flat,2,2,Ikeja,171415,10000,Rented,2025-02-15
LST05307,LLD0376,Self-Contain,3,2,Yaba,50699,10000,Available,2025-02-20
LST05308,LLD0186,Flat,1,1,Yaba,123101,0,Rented,2025-03-07
LST05309,LLD0022,Single Room,2,1,Surulere,302715,,Inactive,2025-01-07
LST05310,LLD0390,Single Room,1,1,Ajah,57109,30000,Inactive,2025-03-28
LST05311,LLD0427,Flat,3,2,Lekki,124323,10000,Available,2025-02-08
LST05312,LLD0180,Self-Contain,2,1,Yaba,362309,20000,Inactive,2025-02-03
LST05313,LLD0326,Flat,3,1,Lekki,468331,10000,Inactive,2025-04-15
LST05314,LLD0107,Flat,2,1,Ajah,262246,20000,Inactive,2025-01-23
LST05315,LLD0334,Flat,3,2,Ikeja,115547,20000,Available,2025-01-04
LST05316,LLD0161,Self-Contain,1,2,Surulere,60135,10000,Rented,2025-02-21
LST05317,LLD0301,Flat,1,2,Ikeja,332987,0,Inactive,2025-04-20
LST05318,LLD0492,Flat,3,1,Surulere,50661,,Rented,2025-02-27
LST05319,LLD0451,Single Room,1,2,Lekki,169321,30000,Rented,2025-03-13
LST05320,LLD0205,Flat,1,2,Ajah,253989,20000,Available,2025-04-06
LST05321,LLD0077,Single Room,3,2,Ajah,242825,10000,Available,2025-03-12
LST05322,LLD0015,Single Room,2,2,Yaba,465174,10000,Rented,2025-02-01
LST05323,LLD0326,Single Room,3,2,Lekki,59614,20000,Available,2025-01-13
LST05324,LLD0095,Self-Contain,2,1,Surulere,305197,30000,Rented,2025-03-01
LST05325,LLD0146,Single Room,1,1,Yaba,116115,,Inactive,2025-01-14
LST05326,LLD0001,Flat,1,1,Lekki,271445,10000,Rented,2025-04-13
LST05327,LLD0009,Flat,1,1,Yaba,492863,20000,Rented,2025-04-12
LST05328,LLD0433,Single Room,1,1,Yaba,425406,20000,Inactive,2025-01-18
LST05329,LLD0124,Single Room,1,2,Ajah,414673,10000,Available,2025-01-16
LST05330,LLD0080,Flat,2,2,Ajah,391150,10000,Rented,2025-01-02
LST05331,LLD0484,Single Room,2,1,Ikeja,390759,0,Available,2025-01-08
LST05332,LLD0139,Self-Contain,2,2,Ikeja,327794,20000,Inactive,2025-04-17
LST05333,LLD0325,Single Room,3,1,Ajah,268926,30000,Rented,2025-04-10
LST05334,LLD0149,Self-Contain,1,1,Ajah,325998,30000,Rented,2025-01-29
LST05335,LLD0287,Self-Contain,1,2,Yaba,382743,20000,Rented,2025-01-17
LST05336,LLD0360,Self-Contain,1,1,Ikeja,497819,10000,Rented,2025-01-26
LST05337,LLD0339,Single Room,3,2,Ajah,304581,20000,Available,2025-04-16
LST05338,LLD0128,Self-Contain,3,1,Lekki,271689,30000,Available,2025-02-21
LST05339,LLD0437,Self-Contain,3,2,Lekki,139217,20000,Inactive,2025-02-17
LST05340,LLD0238,Single Room,1,2,Ikeja,459806,10000,Available,2025-03-29
LST05341,LLD0057,Self-Contain,2,2,Lekki,94391,,Rented,2025-03-22
LST05342,LLD0197,Single Room,3,2,Surulere,479114,30000,Inactive,2025-05-01
LST05343,LLD0210,Flat,3,2,Yaba,130991,30000,Rented,2025-03-24
LST05344,LLD0401,Self-Contain,2,2,Ikeja,68238,,Rented,2025-01-11
LST05345,LLD0389,Single Room,3,1,Surulere,497946,10000,Inactive,2025-03-16
LST05346,LLD0044,Flat,2,1,Ajah,219104,30000,Rented,2025-03-17
LST05347,LLD0096,Self-Contain,1,2,Surulere,68044,20000,Rented,2025-02-03
LST05348,LLD0278,Self-Contain,2,2,Lekki,303844,0,Inactive,2025-04-28
LST05349,LLD0022,Single Room,2,1,Yaba,417996,20000,Available,2025-04-15
LST05350,LLD0409,Flat,1,1,Ajah,196784,10000,Inactive,2025-01-10
LST05351,LLD0460,Single Room,3,1,Iyana Ipaja,448195,10000,Inactive,2025-01-03
LST05352,LLD0390,Self-Contain,1,1,Yaba,255084,,Inactive,2025-01-09
LST05353,LLD0334,Self-Contain,3,1,Lekki,149022,0,Available,2025-01-26
LST05354,LLD0043,Self-Contain,3,2,Yaba,373476,,Inactive,2025-04-26
LST05355,LLD0026,Self-Contain,2,1,Iyana Ipaja,328785,0,Available,2025-03-24
LST05356,LLD0281,Flat,1,1,Iyana Ipaja,211783,10000,Rented,2025-02-26
LST05357,LLD0096,Flat,2,1,Yaba,169593,10000,Inactive,2025-04-14
LST05358,LLD0462,Single Room,1,2,Ajah,424835,20000,Rented,2025-01-17
LST05359,LLD0035,Single Room,1,1,Surulere,265589,10000,Rented,2025-01-12
LST05360,LLD0108,Single Room,2,1,Ajah,355026,,Available,2025-04-26
LST05361,LLD0054,Self-Contain,3,2,Iyana Ipaja,376296,20000,Rented,2025-04-19
LST05362,LLD0191,Single Room,3,2,Ikeja,90780,20000,Rented,2025-04-17
LST05363,LLD0218,Flat,1,1,Ikeja,370727,0,Inactive,2025-04-14
LST05364,LLD0184,Single Room,3,2,Ajah,360717,10000,Rented,2025-02-12
LST05365,LLD0068,Single Room,2,1,Ikeja,77870,,Inactive,2025-01-16
LST05366,LLD0316,Flat,2,1,Ajah,138718,10000,Rented,2025-01-06
LST05367,LLD0129,Flat,2,2,Lekki,216853,0,Available,2025-05-01
LST05368,LLD0054,Self-Contain,1,1,Ajah,497592,10000,Rented,2025-03-01
LST05369,LLD0377,Flat,1,2,Lekki,464217,,Available,2025-01-07
LST05370,LLD0096,Flat,3,2,Surulere,169752,10000,Inactive,2025-01-22
LST05371,LLD0335,Single Room,2,2,Iyana Ipaja,391745,10000,Inactive,2025-04-29
LST05372,LLD0086,Flat,2,2,Ikeja,276280,20000,Rented,2025-03-15
LST05373,LLD0293,Self-Contain,1,1,Surulere,181959,,Rented,2025-02-25
LST05374,LLD0118,Single Room,1,1,Surulere,159950,0,Inactive,2025-04-16
LST05375,LLD0207,Self-Contain,1,1,Iyana Ipaja,116280,0,Inactive,2025-04-03
LST05376,LLD0333,Flat,2,2,Yaba,139156,0,Inactive,2025-02-20
LST05377,LLD0412,Self-Contain,2,1,Yaba,463036,0,Available,2025-03-05
LST05378,LLD0153,Self-Contain,3,2,Surulere,71547,10000,Rented,2025-01-04
LST05379,LLD0034,Flat,2,1,Surulere,379384,10000,Inactive,2025-02-18
LST05380,LLD0078,Flat,3,2,Iyana Ipaja,369698,20000,Inactive,2025-03-29
LST05381,LLD0066,Single Room,3,1,Ajah,293987,10000,Rented,2025-02-24
LST05382,LLD0342,Single Room,2,1,Ajah,119600,10000,Rented,2025-01-23
LST05383,LLD0412,Single Room,3,2,Ikeja,101108,,Available,2025-02-15
LST05384,LLD0033,Flat,3,1,Iyana Ipaja,322862,0,Inactive,2025-01-28
LST05385,LLD0096,Self-Contain,1,2,Yaba,494070,10000,Rented,2025-04-27
LST05386,LLD0168,Self-Contain,2,2,Iyana Ipaja,293916,10000,Available,2025-01-24
LST05387,LLD0168,Single Room,3,1,Iyana Ipaja,54214,20000,Inactive,2025-02-05
LST05388,LLD0150,Single Room,3,1,Ikeja,402741,20000,Available,2025-02-05
LST05389,LLD0070,Flat,3,1,Ajah,429333,30000,Rented,2025-02-27
LST05390,LLD0002,Self-Contain,2,2,Surulere,127038,20000,Available,2025-04-24
LST05391,LLD0313,Single Room,1,2,Yaba,415575,30000,Inactive,2025-01-20
LST05392,LLD0031,Flat,1,2,Ikeja,223098,20000,Rented,2025-01-05
LST05393,LLD0286,Single Room,2,2,Yaba,278745,0,Inactive,2025-03-20
LST05394,LLD0081,Flat,2,2,Yaba,162424,10000,Available,2025-03-21
LST05395,LLD0042,Self-Contain,2,2,Ajah,439251,20000,Available,2025-03-20
LST05396,LLD0390,Flat,2,2,Surulere,295453,,Available,2025-02-01
LST05397,LLD0104,Single Room,1,2,Surulere,178899,10000,Rented,2025-03-24
LST05398,LLD0000,Single Room,3,2,Ajah,60007,10000,Available,2025-02-07
LST05399,LLD0060,Self-Contain,3,1,Ikeja,290366,30000,Rented,2025-03-05
LST05400,LLD0269,Self-Contain,2,2,Lekki,492132,0,Available,2025-02-22
LST05401,LLD0179,Single Room,2,2,Ikeja,351449,20000,Available,2025-04-23
LST05402,LLD0223,Single Room,3,1,Ikeja,471421,0,Rented,2025-03-12
LST05403,LLD0005,Single Room,1,1,Lekki,168744,0,Rented,2025-03-03
LST05404,LLD0102,Self-Contain,2,2,Yaba,99349,10000,Rented,2025-01-08
LST05405,LLD0009,Single Room,2,1,Iyana Ipaja,483615,20000,Inactive,2025-01-12
LST05406,LLD0070,Self-Contain,1,1,Lekki,278472,0,Available,2025-02-05
LST05407,LLD0089,Single Room,1,2,Iyana Ipaja,340091,20000,Inactive,2025-02-19
LST05408,LLD0225,Flat,1,2,Yaba,357419,0,Available,2025-01-18
LST05409,LLD0157,Flat,2,1,Lekki,186035,20000,Available,2025-02-23
LST05410,LLD0227,Single Room,1,2,Ajah,172656,10000,Available,2025-01-26
LST05411,LLD0404,Flat,2,1,Ikeja,97197,20000,Available,2025-03-24
LST05412,LLD0125,Self-Contain,2,2,Lekki,203752,30000,Inactive,2025-04-24
LST05413,LLD0443,Flat,1,2,Lekki,240988,0,Available,2025-04-13
LST05414,LLD0208,Flat,3,1,Yaba,271094,0,Inactive,2025-03-09
LST05415,LLD0096,Self-Contain,1,1,Ajah,409118,30000,Rented,2025-02-01
LST05416,LLD0073,Flat,3,1,Lekki,202318,10000,Inactive,2025-03-22
LST05417,LLD0114,Flat,1,1,Ajah,375029,10000,Available,2025-04-13
LST05418,LLD0190,Single Room,1,1,Iyana Ipaja,436205,0,Inactive,2025-03-11
LST05419,LLD0494,Self-Contain,2,2,Lekki,446557,,Inactive,2025-04-12
LST05420,LLD0169,Self-Contain,2,2,Ajah,425601,,Rented,2025-01-03
LST05421,LLD0306,Single Room,2,1,Ikeja,319891,0,Rented,2025-02-18
LST05422,LLD0447,Single Room,2,1,Yaba,257548,20000,Rented,2025-04-11
LST05423,LLD0203,Flat,2,1,Surulere,150866,30000,Available,2025-04-02
LST05424,LLD0055,Flat,2,2,Ajah,393276,10000,Inactive,2025-02-15
LST05425,LLD0207,Flat,2,2,Yaba,113409,10000,Inactive,2025-03-03
LST05426,LLD0040,Single Room,3,1,Surulere,211699,10000,Rented,2025-03-11
LST05427,LLD0031,Self-Contain,3,2,Lekki,395731,0,Available,2025-04-11
LST05428,LLD0014,Flat,2,2,Lekki,269306,20000,Available,2025-03-04
LST05429,LLD0061,Single Room,3,1,Iyana Ipaja,121949,10000,Available,2025-02-14
LST05430,LLD0154,Self-Contain,1,1,Yaba,396712,20000,Rented,2025-04-27
LST05431,LLD0283,Single Room,3,2,Ikeja,383414,10000,Available,2025-03-14
LST05432,LLD0208,Flat,2,2,Ikeja,353740,20000,Available,2025-03-06
LST05433,LLD0319,Single Room,3,2,Ajah,80786,20000,Available,2025-02-11
LST05434,LLD0493,Single Room,1,2,Ikeja,172887,20000,Rented,2025-02-19
LST05435,LLD0186,Single Room,3,2,Surulere,133499,,Rented,2025-02-04
LST05436,LLD0497,Single Room,2,1,Yaba,73999,0,Inactive,2025-01-24
LST05437,LLD0441,Self-Contain,1,2,Lekki,197590,20000,Inactive,2025-01-04
LST05438,LLD0129,Flat,1,1,Yaba,209479,20000,Inactive,2025-02-10
LST05439,LLD0126,Self-Contain,3,1,Yaba,376447,10000,Rented,2025-03-18
LST05440,LLD0291,Single Room,1,2,Lekki,341645,0,Inactive,2025-01-29
LST05441,LLD0113,Single Room,1,1,Surulere,152424,10000,Available,2025-01-04
LST05442,LLD0198,Flat,1,2,Yaba,347424,30000,Rented,2025-04-25
LST05443,LLD0012,Flat,2,1,Ikeja,498473,20000,Rented,2025-04-14
LST05444,LLD0270,Self-Contain,1,2,Ajah,341189,20000,Inactive,2025-04-10
LST05445,LLD0088,Self-Contain,3,1,Ajah,74432,0,Available,2025-02-05
LST05446,LLD0214,Flat,3,2,Yaba,498913,,Available,2025-01-08
LST05447,LLD0443,Self-Contain,1,2,Surulere,338889,10000,Rented,2025-04-14
LST05448,LLD0277,Single Room,3,1,Lekki,472659,20000,Rented,2025-03-02
LST05449,LLD0446,Single Room,1,1,Iyana Ipaja,432864,30000,Inactive,2025-03-09
LST05450,LLD0473,Flat,3,1,Surulere,308606,0,Available,2025-02-15
LST05451,LLD0480,Self-Contain,1,2,Yaba,488133,20000,Rented,2025-04-09
LST05452,LLD0202,Single Room,1,1,Yaba,477216,0,Available,2025-03-16
LST05453,LLD0073,Flat,1,1,Iyana Ipaja,487548,0,Rented,2025-01-30
LST05454,LLD0024,Self-Contain,2,2,Ajah,407976,20000,Inactive,2025-01-21
LST05455,LLD0100,Single Room,3,2,Surulere,288521,0,Rented,2025-01-13
LST05456,LLD0175,Self-Contain,1,1,Ajah,420178,10000,Rented,2025-02-01
LST05457,LLD0426,Self-Contain,2,1,Iyana Ipaja,426794,10000,Rented,2025-03-26
LST05458,LLD0116,Self-Contain,2,2,Lekki,371168,10000,Inactive,2025-01-31
LST05459,LLD0165,Flat,1,2,Yaba,448869,0,Inactive,2025-02-04
LST05460,LLD0040,Single Room,1,2,Ikeja,284534,20000,Inactive,2025-03-10
LST05461,LLD0428,Flat,1,1,Ajah,498294,0,Rented,2025-04-15
LST05462,LLD0343,Single Room,1,1,Ajah,381769,30000,Rented,2025-04-12
LST05463,LLD0423,Single Room,1,2,Surulere,337338,20000,Available,2025-04-28
LST05464,LLD0365,Flat,3,2,Ajah,434611,10000,Inactive,2025-04-05
LST05465,LLD0119,Flat,1,2,Lekki,301663,30000,Inactive,2025-01-08
LST05466,LLD0096,Single Room,1,1,Iyana Ipaja,93748,0,Rented,2025-04-08
LST05467,LLD0144,Single Room,3,1,Lekki,171778,10000,Inactive,2025-01-29
LST05468,LLD0215,Single Room,2,1,Ajah,364140,0,Available,2025-03-15
LST05469,LLD0228,Self-Contain,3,1,Surulere,152605,10000,Inactive,2025-04-19
LST05470,LLD0312,Single Room,2,2,Yaba,181070,,Inactive,2025-04-13
LST05471,LLD0129,Flat,2,2,Ajah,95638,0,Inactive,2025-02-19
LST05472,LLD0351,Flat,3,1,Yaba,244216,30000,Available,2025-02-15
LST05473,LLD0376,Flat,1,2,Surulere,392427,20000,Available,2025-04-30
LST05474,LLD0317,Single Room,2,2,Yaba,77980,0,Inactive,2025-04-18
LST05475,LLD0471,Single Room,1,1,Ajah,208083,,Available,2025-04-19
LST05476,LLD0136,Self-Contain,3,2,Ajah,207158,,Rented,2025-01-23
LST05477,LLD0323,Self-Contain,2,1,Yaba,270541,,Inactive,2025-01-23
LST05478,LLD0336,Flat,1,1,Lekki,120498,20000,Available,2025-01-31
LST05479,LLD0272,Self-Contain,2,1,Lekki,224350,10000,Available,2025-03-17
LST05480,LLD0116,Self-Contain,2,2,Surulere,378537,10000,Available,2025-02-10
LST05481,LLD0305,Flat,3,1,Lekki,311549,20000,Rented,2025-04-14
LST05482,LLD0367,Single Room,1,2,Ikeja,115158,10000,Available,2025-04-05
LST05483,LLD0093,Self-Contain,1,2,Yaba,143841,20000,Rented,2025-03-31
LST05484,LLD0167,Single Room,2,1,Ikeja,429224,20000,Rented,2025-02-15
LST05485,LLD0441,Flat,1,1,Ikeja,176948,10000,Available,2025-04-27
LST05486,LLD0202,Flat,2,1,Yaba,113636,10000,Rented,2025-03-17
LST05487,LLD0340,Self-Contain,3,1,Ikeja,155075,,Available,2025-01-04
LST05488,LLD0148,Flat,3,1,Surulere,286935,10000,Available,2025-04-01
LST05489,LLD0401,Flat,1,2,Surulere,234506,10000,Available,2025-03-31
LST05490,LLD0182,Flat,3,2,Yaba,197475,0,Inactive,2025-02-15
LST05491,LLD0412,Self-Contain,3,2,Iyana Ipaja,235681,10000,Rented,2025-03-14
LST05492,LLD0151,Self-Contain,1,1,Iyana Ipaja,52420,10000,Rented,2025-03-14
LST05493,LLD0073,Self-Contain,2,1,Yaba,192290,0,Available,2025-01-19
LST05494,LLD0364,Flat,3,2,Yaba,483907,0,Rented,2025-03-14
LST05495,LLD0400,Single Room,1,1,Yaba,263058,20000,Available,2025-01-25
LST05496,LLD0273,Flat,1,2,Lekki,473350,10000,Rented,2025-04-18
LST05497,LLD0041,Self-Contain,1,2,Yaba,315277,0,Rented,2025-04-14
LST05498,LLD0495,Single Room,3,2,Surulere,373045,30000,Available,2025-04-23
LST05499,LLD0211,Single Room,3,1,Surulere,149089,20000,Available,2025-03-05
LST05500,LLD0100,Self-Contain,2,1,Ajah,115370,0,Available,2025-03-11
LST05501,LLD0044,Single Room,2,2,Iyana Ipaja,490270,30000,Rented,2025-02-09
LST05502,LLD0081,Single Room,2,1,Iyana Ipaja,352647,10000,Inactive,2025-01-23
LST05503,LLD0016,Self-Contain,2,1,Yaba,174309,10000,Inactive,2025-03-04
LST05504,LLD0072,Single Room,2,1,Iyana Ipaja,393815,30000,Rented,2025-01-05
LST05505,LLD0013,Single Room,2,2,Yaba,100570,0,Rented,2025-01-12
LST05506,LLD0432,Self-Contain,1,2,Yaba,250298,30000,Available,2025-01-08
LST05507,LLD0156,Single Room,2,2,Iyana Ipaja,149851,30000,Available,2025-01-30
LST05508,LLD0222,Single Room,3,2,Iyana Ipaja,357375,10000,Available,2025-03-19
LST05509,LLD0131,Single Room,2,2,Ajah,394422,0,Rented,2025-01-29
LST05510,LLD0337,Single Room,3,1,Ikeja,360078,0,Available,2025-01-03
LST05511,LLD0403,Self-Contain,2,2,Ajah,313706,0,Available,2025-03-09
LST05512,LLD0375,Flat,1,1,Ajah,250994,30000,Rented,2025-03-03
LST05513,LLD0375,Flat,1,2,Iyana Ipaja,330705,10000,Inactive,2025-01-01
LST05514,LLD0046,Single Room,3,1,Surulere,234034,0,Available,2025-02-12
LST05515,LLD0106,Self-Contain,2,1,Ajah,476462,20000,Inactive,2025-04-28
LST05516,LLD0107,Self-Contain,1,2,Surulere,263639,10000,Available,2025-03-20
LST05517,LLD0264,Single Room,1,1,Iyana Ipaja,302435,10000,Available,2025-01-26
LST05518,LLD0204,Flat,2,1,Lekki,181335,0,Available,2025-04-14
LST05519,LLD0078,Single Room,3,1,Yaba,270094,20000,Rented,2025-01-17
LST05520,LLD0154,Self-Contain,3,1,Ikeja,172691,0,Rented,2025-02-13
LST05521,LLD0270,Self-Contain,3,1,Surulere,283118,10000,Available,2025-04-02
LST05522,LLD0475,Flat,1,1,Lekki,56646,0,Available,2025-01-23
LST05523,LLD0484,Self-Contain,2,2,Surulere,147439,20000,Rented,2025-04-28
LST05524,LLD0246,Self-Contain,1,1,Yaba,126684,10000,Rented,2025-04-13
LST05525,LLD0018,Self-Contain,1,2,Yaba,164517,0,Inactive,2025-04-19
LST05526,LLD0345,Flat,1,1,Ikeja,403817,10000,Rented,2025-04-22
LST05527,LLD0435,Self-Contain,1,1,Ajah,207084,20000,Available,2025-02-11
LST05528,LLD0025,Single Room,2,1,Yaba,228650,10000,Rented,2025-01-08
LST05529,LLD0216,Flat,1,1,Ikeja,261831,20000,Inactive,2025-01-03
LST05530,LLD0153,Single Room,1,1,Surulere,461605,10000,Inactive,2025-01-19
LST05531,LLD0153,Single Room,3,1,Surulere,392033,20000,Available,2025-03-17
LST05532,LLD0173,Flat,1,1,Surulere,102292,20000,Rented,2025-04-01
LST05533,LLD0091,Single Room,2,1,Surulere,75483,30000,Inactive,2025-04-28
